,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Matches
240,Jordan Harvey,USA,DF,Los Angeles FC,34,1984,29,23,2140,23.8,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.5,1.8,0.02,0.06,0.08,0.02,0.08,Matches
241,Nicolas Hasler,LIE,DFMF,Chicago Fire,26,1991,10,8,779,8.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,1.0,0.04,0.08,0.12,0.04,0.12,Matches
242,Nicolas Hasler,LIE,DFMF,Toronto FC,26,1991,14,11,943,10.5,0,3,0,0,0,0,0,0.0,0.29,0.29,0.0,0.29,1.3,1.3,1.2,2.5,0.12,0.11,0.24,0.12,0.24,Matches
243,Guillermo Hauché,ARG,FWDF,New England,24,1993,4,2,174,1.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.01,0.03,0.02,0.03,Matches
244,Jacori Hayes,USA,MF,FC Dallas,22,1995,16,10,999,11.1,1,1,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,0.7,0.7,0.9,1.6,0.06,0.08,0.15,0.06,0.15,Matches
245,Harrison Heath,USA,MFFW,Minnesota Utd,21,1996,4,1,124,1.4,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
246,Matt Hedges,USA,DF,FC Dallas,27,1990,33,33,2925,32.5,2,0,2,0,0,8,0,0.06,0.0,0.06,0.06,0.06,2.2,2.2,0.4,2.6,0.07,0.01,0.08,0.07,0.08,Matches
247,Adam Henley,WAL,DFFW,Real Salt Lake,23,1994,5,2,262,2.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
248,Doneil Henry,CAN,DF,Vancouver,24,1993,14,14,1260,14.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.04,0.0,0.04,0.04,0.04,Matches
249,Fabian Herbers,GER,FWMF,Philadelphia,24,1993,9,5,428,4.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,0.07,0.09,0.16,0.07,0.16,Matches
250,Zachary Herivaux,HAI,MFDF,New England,21,1996,5,2,158,1.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
251,Jason Hernandez,PUR,DF,Toronto FC,34,1983,10,7,534,5.9,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
252,José Hernández,VEN,DF,Atlanta Utd,20,1997,1,0,18,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
253,Aaron Herrera,USA,DF,Real Salt Lake,20,1997,16,14,1235,13.7,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.02,0.02,0.0,0.02,Matches
254,Yangel Herrera,VEN,MF,NYCFC,20,1998,15,13,1111,12.3,0,2,0,0,0,4,0,0.0,0.16,0.16,0.0,0.16,1.6,1.6,0.5,2.1,0.14,0.04,0.19,0.14,0.19,Matches
255,Federico Higuaín,ARG,MF,Columbus Crew,33,1984,30,27,2373,26.4,6,6,3,3,3,5,1,0.23,0.23,0.46,0.11,0.34,6.5,4.2,7.4,11.6,0.25,0.28,0.53,0.16,0.44,Matches
256,Cristian Higuita,COL,MF,Orlando City,24,1994,21,18,1354,15.0,4,0,4,0,0,6,1,0.27,0.0,0.27,0.27,0.27,1.4,1.4,1.0,2.4,0.09,0.07,0.16,0.09,0.16,Matches
257,Tomas Hilliard-Arce,USA,DF,LA Galaxy,22,1995,5,4,302,3.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,Matches
258,Danny Hoesen,NED,FW,San Jose,27,1991,34,29,2484,27.6,12,3,12,0,0,1,0,0.43,0.11,0.54,0.43,0.54,8.6,8.6,2.6,11.2,0.31,0.09,0.41,0.31,0.41,Matches
259,Ryan Hollingshead,USA,DF,FC Dallas,26,1991,18,7,775,8.6,1,2,1,0,0,0,0,0.12,0.23,0.35,0.12,0.35,0.7,0.7,1.2,2.0,0.09,0.14,0.23,0.09,0.23,Matches
260,David Horst,USA,DF,Real Salt Lake,32,1985,5,3,313,3.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.06,0.03,0.09,0.06,0.09,Matches
261,André Horta,POR,MF,Los Angeles FC,21,1996,11,3,325,3.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.2,0.9,0.19,0.05,0.24,0.19,0.24,Matches
262,Cédric Hountondji,BEN,DF,NYCFC,24,1994,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
263,Tim Howard,USA,GK,Colorado Rapids,38,1979,33,33,2899,32.2,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,Matches
264,Erik Hurtado,USA,FWMF,Vancouver,27,1990,12,4,488,5.4,2,1,2,0,0,0,0,0.37,0.18,0.55,0.37,0.55,1.2,1.2,0.4,1.6,0.22,0.07,0.29,0.22,0.29,Matches
265,Baggio Husidić,BIH,MFFW,LA Galaxy,30,1987,7,1,211,2.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
266,Jahmir Hyka,ALB,MFFW,San Jose,29,1988,19,11,912,10.1,3,0,3,0,0,0,0,0.3,0.0,0.3,0.3,0.3,1.4,1.4,1.3,2.7,0.14,0.13,0.26,0.14,0.26,Matches
267,Miguel Ibarra,USA,FWMF,Minnesota Utd,27,1990,33,31,2710,30.1,7,7,7,0,0,4,1,0.23,0.23,0.46,0.23,0.46,6.3,6.3,6.9,13.2,0.21,0.23,0.44,0.21,0.44,Matches
268,Romario Ibarra,ECU,FWMF,Minnesota Utd,23,1994,9,2,277,3.1,3,0,3,0,0,0,0,0.97,0.0,0.97,0.97,0.97,2.5,2.5,0.1,2.6,0.82,0.03,0.85,0.82,0.85,Matches
269,Sebastien Ibeagha,USA,DF,NYCFC,26,1992,26,18,1724,19.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.02,0.0,0.02,0.02,0.02,Matches
270,Bernie Ibini-Isei,AUS,MFFW,Vancouver,25,1992,8,6,418,4.6,0,1,0,0,0,0,0,0.0,0.22,0.22,0.0,0.22,0.4,0.4,0.4,0.8,0.08,0.08,0.16,0.08,0.16,Matches
271,Zlatan Ibrahimović,SWE,FW,LA Galaxy,36,1981,27,24,2142,23.8,22,6,18,4,4,5,1,0.92,0.25,1.18,0.76,1.01,13.6,10.6,3.9,14.5,0.57,0.17,0.74,0.44,0.61,Matches
272,Ibson,BRA,MF,Minnesota Utd,34,1983,27,23,2100,23.3,4,1,4,0,0,5,0,0.17,0.04,0.21,0.17,0.21,3.3,3.3,1.5,4.8,0.14,0.07,0.21,0.14,0.21,Matches
273,Ilsinho,BRA,FWMF,Philadelphia,32,1985,23,9,989,11.0,6,2,5,1,1,1,0,0.55,0.18,0.73,0.46,0.64,2.1,1.4,1.5,2.8,0.19,0.13,0.33,0.12,0.26,Matches
274,Jo Inge Berget,NOR,FWMF,NYCFC,27,1990,23,19,1560,17.3,4,3,4,0,0,1,0,0.23,0.17,0.4,0.23,0.4,5.6,5.6,2.5,8.2,0.34,0.16,0.5,0.34,0.5,Matches
275,Clint Irwin,USA,GK,Toronto FC,28,1989,7,7,630,7.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
276,Andreas Ivan,ROU,FW,NY Red Bulls,23,1995,9,1,192,2.1,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.7,0.9,0.1,0.33,0.44,0.1,0.44,Matches
277,R. J. Allen,USA,DF,Orlando City,27,1990,18,10,971,10.8,0,1,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09,0.2,0.2,1.1,1.2,0.01,0.1,0.11,0.01,0.11,Matches
278,Niki Jackson,USA,FWMF,Colorado Rapids,22,1995,15,1,441,4.9,3,0,3,0,0,4,1,0.61,0.0,0.61,0.61,0.61,1.6,1.6,0.1,1.7,0.32,0.02,0.34,0.32,0.34,Matches
279,Anthony Jackson-Hamel,CAN,FW,Montreal Impact,24,1993,16,6,584,6.5,2,0,2,0,0,0,0,0.31,0.0,0.31,0.31,0.31,2.0,2.0,0.3,2.4,0.31,0.05,0.36,0.31,0.36,Matches
280,Modou Jadama,USA,DF,Portland Timbers,23,1994,1,0,28,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.18,0.0,0.18,0.18,0.18,Matches
281,Adam Jahn,USA,FWMF,Columbus Crew,27,1991,8,0,75,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.02,0.23,0.2,0.23,Matches
282,Dejan Jakovic,CAN,DF,Los Angeles FC,32,1985,15,13,1148,12.8,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.03,0.0,0.03,0.03,0.03,Matches
283,Bradford Jamieson IV,USA,MFFW,LA Galaxy,21,1996,6,3,272,3.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.2,0.9,0.25,0.05,0.3,0.25,0.3,Matches
284,Lucas Janson,ARG,FWMF,Toronto FC,23,1994,11,8,818,9.1,4,2,4,0,0,0,0,0.44,0.22,0.66,0.44,0.66,4.1,4.1,1.4,5.5,0.45,0.15,0.6,0.45,0.6,Matches
285,Jared Jeffrey,USA,MFFW,D.C. United,27,1990,2,0,2,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
286,Hector Jiménez,USA,DF,Columbus Crew,29,1988,11,7,657,7.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.02,0.03,0.05,0.02,0.05,Matches
287,Daniel Johnson,USA,DFFW,Chicago Fire,22,1995,7,3,262,2.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.01,0.05,0.04,0.05,Matches
288,Sean Johnson,USA,GK,NYCFC,28,1989,32,32,2880,32.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
289,Will Johnson,CAN,MFDF,Orlando City,31,1987,28,26,2187,24.3,1,1,1,0,0,7,0,0.04,0.04,0.08,0.04,0.08,2.9,2.9,0.8,3.7,0.12,0.03,0.15,0.12,0.15,Matches
290,Derrick Jones,USA,MF,Philadelphia,20,1997,12,3,393,4.4,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.05,0.01,0.06,0.05,0.06,Matches
291,Marcel de Jong,CAN,DF,Vancouver,31,1986,19,17,1389,15.4,0,2,0,0,0,3,0,0.0,0.13,0.13,0.0,0.13,0.2,0.2,1.3,1.5,0.01,0.09,0.1,0.01,0.1,Matches
292,Efraín Juárez,MEX,MF,Vancouver,29,1988,16,14,1157,12.9,0,1,0,0,0,4,2,0.0,0.08,0.08,0.0,0.08,0.7,0.7,1.3,2.0,0.05,0.1,0.15,0.05,0.15,Matches
293,Florian Jungwirth,GER,DFMF,San Jose,29,1989,31,27,2401,26.7,3,4,3,0,0,4,0,0.11,0.15,0.26,0.11,0.26,2.1,2.1,1.7,3.9,0.08,0.07,0.14,0.08,0.14,Matches
294,Kaku,PAR,MF,NY Red Bulls,23,1995,30,29,2410,26.8,6,10,4,2,3,5,0,0.22,0.37,0.6,0.15,0.52,5.5,3.3,6.1,9.4,0.21,0.23,0.44,0.12,0.35,Matches
295,Brent Kallman,USA,DF,Minnesota Utd,27,1990,24,22,1953,21.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.4,1.2,0.04,0.02,0.05,0.04,0.05,Matches
296,Kei Kamara,SLE,FW,Vancouver,33,1984,28,24,2165,24.1,14,5,11,3,3,5,0,0.58,0.21,0.79,0.46,0.67,15.0,12.7,2.7,15.4,0.62,0.11,0.73,0.53,0.64,Matches
297,Ola Kamara,NOR,FW,LA Galaxy,28,1989,31,30,2689,29.9,14,2,14,0,0,2,0,0.47,0.07,0.54,0.47,0.54,12.8,12.8,4.6,17.4,0.43,0.15,0.58,0.43,0.58,Matches
298,Alec Kann,USA,GK,Atlanta Utd,27,1990,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
299,Johan Kappelhof,NED,DF,Chicago Fire,27,1990,29,29,2603,28.9,0,2,0,0,0,9,1,0.0,0.07,0.07,0.0,0.07,0.2,0.2,0.3,0.5,0.01,0.01,0.02,0.01,0.02,Matches
300,Guram Kashia,GEO,DF,San Jose,30,1987,12,12,1080,12.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,0.03,0.02,0.05,0.03,0.05,Matches
301,Aleksandar Katai,SRB,FWMF,Chicago Fire,26,1991,33,27,2426,27.0,12,3,12,0,0,6,0,0.45,0.11,0.56,0.45,0.56,7.5,7.5,4.8,12.4,0.28,0.18,0.46,0.28,0.46,Matches
302,Mark-Anthony Kaye,CAN,MF,Los Angeles FC,23,1994,20,20,1573,17.5,2,3,2,0,0,3,0,0.11,0.17,0.29,0.11,0.29,1.8,1.8,3.2,5.0,0.11,0.19,0.3,0.11,0.3,Matches
303,Kim Kee-hee,KOR,DF,Seattle,28,1989,29,28,2442,27.1,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.8,1.3,0.02,0.03,0.05,0.02,0.05,Matches
304,Dane Kelly,JAM,MF,D.C. United,26,1991,1,0,4,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
305,Jon Kempin,USA,GK,Columbus Crew,24,1993,5,5,450,5.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
306,Perry Kitchen,USA,MF,LA Galaxy,25,1992,31,27,2337,26.0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.2,0.8,0.03,0.01,0.03,0.03,0.03,Matches
307,Emrah Klimenta,MNE,DF,LA Galaxy,26,1991,2,2,156,1.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
308,Sacha Kljestan,USA,MFFW,Orlando City,32,1985,30,29,2518,28.0,6,5,4,2,3,4,0,0.21,0.18,0.39,0.14,0.32,6.5,4.2,6.4,10.6,0.23,0.23,0.46,0.15,0.38,Matches
309,Brad Knighton,USA,GK,New England,32,1985,7,7,630,7.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
310,Aaron Kovar,USA,FWMF,Los Angeles FC,24,1993,11,7,522,5.8,0,2,0,0,0,0,0,0.0,0.34,0.34,0.0,0.34,1.3,1.3,1.1,2.3,0.22,0.19,0.4,0.22,0.4,Matches
311,Kevin Kratz,GER,MFFW,Atlanta Utd,31,1987,27,2,519,5.8,2,0,2,0,0,0,0,0.35,0.0,0.35,0.35,0.35,1.0,1.0,0.5,1.5,0.18,0.08,0.26,0.18,0.26,Matches
312,Damir Kreilach,CRO,MFFW,Real Salt Lake,28,1989,33,31,2779,30.9,12,4,12,0,0,5,0,0.39,0.13,0.52,0.39,0.52,8.9,8.9,2.3,11.2,0.29,0.07,0.36,0.29,0.36,Matches
313,Ken Krolicki,USA,MF,Montreal Impact,21,1996,24,18,1585,17.6,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.5,1.6,0.06,0.03,0.09,0.06,0.09,Matches
314,Ethan Kutler,USA,DFFW,NY Red Bulls,22,1995,4,1,102,1.1,0,1,0,0,0,0,0,0.0,0.88,0.88,0.0,0.88,0.0,0.0,0.4,0.5,0.03,0.38,0.41,0.03,0.41,Matches
315,Wan Kuzain,MAS,MF,Sporting KC,19,1998,6,3,310,3.4,1,0,1,0,0,1,0,0.29,0.0,0.29,0.29,0.29,0.4,0.4,0.0,0.4,0.1,0.0,0.1,0.1,0.1,Matches
316,Connor Lade,USA,DF,NY Red Bulls,28,1989,21,15,1318,14.6,0,1,0,0,0,3,0,0.0,0.07,0.07,0.0,0.07,0.3,0.3,2.4,2.7,0.02,0.16,0.19,0.02,0.19,Matches
317,Roland Lamah,BEL,FWMF,FC Dallas,30,1987,29,21,1859,20.7,8,5,8,0,1,4,0,0.39,0.24,0.63,0.39,0.63,5.3,4.6,4.1,8.6,0.26,0.2,0.46,0.22,0.42,Matches
318,Matt Lampson,USA,GK,Minnesota Utd,28,1989,9,9,810,9.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
319,Jeff Larentowicz,USA,MFDF,Atlanta Utd,34,1983,34,33,2769,30.8,1,2,1,0,0,6,0,0.03,0.07,0.1,0.03,0.1,1.5,1.5,0.3,1.8,0.05,0.01,0.06,0.05,0.06,Matches
320,Richie Laryea,CAN,MFFW,Orlando City,23,1995,9,2,258,2.9,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.6,0.11,0.08,0.2,0.11,0.2,Matches
321,Ariel Lassiter,CRC,FW,LA Galaxy,23,1994,7,1,92,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.47,0.04,0.5,0.47,0.5,Matches
322,Kemar Lawrence,JAM,DF,NY Red Bulls,25,1992,28,27,2436,27.1,2,1,2,0,0,1,0,0.07,0.04,0.11,0.07,0.11,0.7,0.7,1.6,2.3,0.02,0.06,0.08,0.02,0.08,Matches
323,Kelvin Leerdam,SUR,DF,Seattle,27,1990,26,24,1957,21.7,0,4,0,0,0,4,1,0.0,0.18,0.18,0.0,0.18,0.4,0.4,2.9,3.4,0.02,0.14,0.15,0.02,0.15,Matches
324,Michael de Leeuw,NED,FWMF,Chicago Fire,31,1986,9,5,451,5.0,2,1,2,0,0,1,0,0.4,0.2,0.6,0.4,0.6,2.3,2.3,0.5,2.9,0.47,0.1,0.57,0.47,0.57,Matches
325,Brooks Lennon,USA,DF,Real Salt Lake,20,1997,33,32,2847,31.6,0,4,0,0,0,7,0,0.0,0.13,0.13,0.0,0.13,0.4,0.4,3.2,3.6,0.01,0.1,0.11,0.01,0.11,Matches
326,Leonardo,BRA,DF,Houston Dynamo,29,1988,24,19,1773,19.7,1,0,1,0,0,4,0,0.05,0.0,0.05,0.05,0.05,0.2,0.2,0.1,0.3,0.01,0.0,0.01,0.01,0.01,Matches
327,Brett Levis,CAN,DF,Vancouver,24,1993,14,13,953,10.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.05,0.05,0.0,0.05,Matches
328,Jonathan Lewis,USA,FWMF,NYCFC,20,1997,14,0,232,2.6,1,2,1,0,0,0,0,0.39,0.78,1.16,0.39,1.16,1.0,1.0,1.7,2.7,0.39,0.67,1.06,0.39,1.06,Matches
329,Grant Lillard,USA,DF,Chicago Fire,22,1995,8,6,564,6.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
330,Nick Lima,USA,DF,San Jose,23,1994,34,34,3048,33.9,2,2,2,0,0,2,0,0.06,0.06,0.12,0.06,0.12,0.5,0.5,3.0,3.5,0.02,0.09,0.1,0.02,0.1,Matches
331,Cameron Lindley,USA,MF,Orlando City,20,1997,3,3,200,2.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,0.03,0.05,0.02,0.05,Matches
332,Jaylin Lindsey,USA,DF,Sporting KC,17,2000,7,6,554,6.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.5,0.8,0.06,0.07,0.14,0.06,0.14,Matches
333,Sebastian Lletget,USA,MF,LA Galaxy,25,1992,28,21,1878,20.9,3,1,3,0,0,2,0,0.14,0.05,0.19,0.14,0.19,2.6,2.6,2.3,4.9,0.12,0.11,0.24,0.12,0.24,Matches
334,Cristian Lobato,ESP,DFFW,Sporting KC,28,1989,7,3,328,3.6,2,0,2,0,0,0,0,0.55,0.0,0.55,0.55,0.55,1.2,1.2,0.4,1.6,0.33,0.11,0.44,0.33,0.44,Matches
335,Nicolás Lodeiro,URU,MFFW,Seattle,28,1989,27,27,2428,27.0,8,12,3,5,5,3,0,0.3,0.44,0.74,0.11,0.56,6.5,2.7,10.0,12.7,0.24,0.37,0.61,0.1,0.47,Matches
336,Aaron Long,USA,DF,NY Red Bulls,25,1992,34,31,2808,31.2,3,1,3,0,0,1,0,0.1,0.03,0.13,0.1,0.13,1.7,1.7,0.4,2.1,0.05,0.01,0.07,0.05,0.07,Matches
337,Luis López Fernández,HON,GK,Los Angeles FC,24,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
338,Ricky Lopez-Espin,USA,FW,Real Salt Lake,22,1995,1,0,23,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.34,0.0,0.34,0.34,0.34,Matches
339,Daniel Lovitz,USA,DF,Montreal Impact,26,1991,31,29,2650,29.4,1,3,1,0,0,3,1,0.03,0.1,0.14,0.03,0.14,1.3,1.3,3.4,4.6,0.04,0.11,0.16,0.04,0.16,Matches
340,Jorge Luis Corrales,CUB,DF,Chicago Fire,26,1991,17,15,1293,14.4,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.9,0.01,0.05,0.06,0.01,0.06,Matches
341,Adam Lundqvist,SWE,DF,Houston Dynamo,23,1994,16,12,1202,13.4,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.1,1.3,0.01,0.08,0.09,0.01,0.09,Matches
342,Larrys Mabiala,COD,DF,Portland Timbers,30,1987,31,31,2744,30.5,5,1,5,0,0,5,0,0.16,0.03,0.2,0.16,0.2,2.5,2.5,0.2,2.8,0.08,0.01,0.09,0.08,0.09,Matches
343,Adolfo Machado,PAN,DF,Houston Dynamo,32,1985,21,18,1697,18.9,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.7,0.01,0.03,0.03,0.01,0.03,Matches
344,Cristhian Machado,BOL,MF,New England,27,1990,3,2,119,1.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
345,Zac MacMath,USA,GK,Colorado Rapids,26,1991,2,1,159,1.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.12,0.12,0.0,0.12,Matches
346,Calum Mallace,SCO,MFFW,Los Angeles FC,28,1990,5,0,32,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.06,0.27,0.33,0.06,0.33,Matches
347,Connor Maloney,USA,DF,Columbus Crew,22,1995,1,0,29,0.3,0,1,0,0,0,1,0,0.0,3.1,3.1,0.0,3.1,0.0,0.0,0.2,0.2,0.0,0.47,0.47,0.0,0.47,Matches
348,Michael Mancienne,ENG,DF,New England,30,1988,10,10,900,10.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.01,0.0,0.01,0.01,0.01,Matches
349,Matteo Mancosu,ITA,FW,Montreal Impact,33,1984,20,14,1097,12.2,3,0,3,0,0,1,0,0.25,0.0,0.25,0.25,0.25,3.6,3.6,0.6,4.3,0.3,0.05,0.35,0.3,0.35,Matches
350,Carter Manley,USA,DF,Minnesota Utd,21,1996,8,4,505,5.6,0,1,0,0,0,0,0,0.0,0.18,0.18,0.0,0.18,0.0,0.0,0.1,0.1,0.0,0.02,0.02,0.0,0.02,Matches
351,Mauro Manotas,COL,FW,Houston Dynamo,22,1995,33,30,2627,29.2,19,0,17,2,2,1,0,0.65,0.0,0.65,0.58,0.58,15.9,14.3,4.3,18.6,0.54,0.15,0.69,0.49,0.64,Matches
352,J.T. Marcinkowski,USA,GK,San Jose,20,1997,5,5,450,5.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
353,Stefan Marinovic,NZL,GK,Vancouver,26,1991,24,24,2160,24.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
354,Chad Marshall,USA,DF,Seattle,33,1984,30,30,2582,28.7,4,1,4,0,0,0,1,0.14,0.03,0.17,0.14,0.17,2.0,2.0,0.5,2.5,0.07,0.02,0.09,0.07,0.09,Matches
355,Collin Martin,USA,MFFW,Minnesota Utd,23,1994,12,5,521,5.8,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.03,0.04,0.07,0.03,0.07,Matches
356,Cristian Martínez,PAN,FW,Columbus Crew,20,1997,14,11,835,9.3,0,2,0,0,0,1,0,0.0,0.22,0.22,0.0,0.22,1.3,1.3,1.2,2.4,0.14,0.12,0.26,0.14,0.26,Matches
357,Enzo Martínez,URU,MF,Colorado Rapids,27,1990,22,15,1407,15.6,0,3,0,0,0,4,0,0.0,0.19,0.19,0.0,0.19,0.9,0.9,1.9,2.8,0.06,0.12,0.18,0.06,0.18,Matches
358,Josef Martínez,VEN,FW,Atlanta Utd,24,1993,34,34,2886,32.1,31,5,23,8,9,1,0,0.97,0.16,1.12,0.72,0.87,30.1,23.2,4.7,27.9,0.94,0.15,1.08,0.72,0.87,Matches
359,Tomás Martínez,ARG,MF,Houston Dynamo,22,1995,32,31,2438,27.1,5,7,5,0,0,5,1,0.18,0.26,0.44,0.18,0.44,6.0,6.0,4.8,10.8,0.22,0.18,0.4,0.22,0.4,Matches
